121,24,18,0,0,11,26,90,0,0
121,24,18,0,0,11,26,55,0,0
121,24,18,0,0,11,26,127,0,0
121,24,18,0,0,11,26,110,0,0
121,24,18,0,0,11,26,117,0,0
121,24,18,0,0,11,26,61,0,0
121,24,18,0,0,11,26,146,0,0
121,24,18,0,0,11,26,74,0,0
121,24,18,0,0,11,26,95,0,0
121,24,18,0,0,11,26,86,0,0
121,24,18,0,0,11,26,143,0,0
121,24,18,0,0,11,26,51,0,0
121,24,18,0,0,11,26,54,0,0
121,24,18,0,0,11,26,62,0,0
121,24,18,0,0,11,26,43,0,0
121,24,18,0,0,11,26,9,0,0
121,24,18,0,0,11,26,38,0,0
121,24,18,0,0,11,26,62,0,0
121,24,18,0,0,11,26,126,0,0
121,24,18,0,0,11,26,131,0,0
121,24,18,0,0,11,26,22,0,0
121,24,18,0,0,11,26,34,0,0
121,24,18,0,0,11,26,5,0,0
121,24,18,0,0,11,26,12,0,0
121,24,18,0,0,11,26,109,0,0
121,24,18,0,0,11,26,45,0,0
121,24,18,0,0,11,26,103,0,0
121,24,18,0,0,11,26,152,0,0
121,24,18,0,0,11,26,22,0,0
121,24,18,0,0,11,26,67,0,0
121,24,18,0,0,11,26,86,0,0
121,24,18,0,0,11,26,41,0,0
121,24,18,0,0,11,26,63,0,0
121,24,18,0,0,11,26,126,0,0
121,24,18,0,0,11,26,84,0,0
121,24,18,0,0,11,26,33,0,0
121,24,18,0,0,11,26,139,0,0
121,24,18,0,0,11,26,126,0,0
121,24,18,0,0,11,26,28,0,0
121,24,18,0,0,11,26,119,0,0
121,24,18,0,0,11,26,64,0,0
121,24,18,0,0,11,26,113,0,0
121,24,18,0,0,11,26,143,0,0
121,24,18,0,0,11,26,80,0,0
121,24,18,0,0,11,26,1,0,0
121,24,18,0,0,11,26,52,0,0
121,24,18,0,0,11,26,97,0,0
121,24,18,0,0,11,26,69,0,0
121,24,18,0,0,11,26,72,0,0
121,24,18,0,0,11,26,89,0,0
121,24,18,0,0,11,26,39,0,0
121,24,18,0,0,11,26,50,0,0
121,24,18,0,0,11,26,69,0,0
121,24,18,0,0,11,26,91,0,0
121,24,18,0,0,11,26,7,0,0
121,24,18,0,0,11,26,1,0,0
121,24,18,0,0,11,26,87,0,0
121,24,18,0,0,11,26,56,0,0
121,24,18,0,0,11,26,40,0,0
121,24,18,0,0,11,26,123,0,0
121,24,18,0,0,11,26,29,0,0
121,24,18,0,0,11,26,103,0,0
121,24,18,0,0,11,26,7,0,0
121,24,18,0,0,11,26,134,0,0
121,24,18,0,0,11,26,74,0,0
121,24,18,0,0,11,26,135,0,0
121,24,18,0,0,11,26,53,0,0
121,24,18,0,0,11,26,85,0,0
121,24,18,0,0,11,26,103,0,0
121,24,18,0,0,11,26,49,0,0
121,24,18,0,0,11,26,53,0,0
121,24,18,0,0,11,26,142,0,0
121,24,18,0,0,11,26,90,0,0
121,24,18,0,0,11,26,25,0,0
121,24,18,0,0,11,26,152,0,0
121,24,18,0,0,11,26,68,0,0
121,24,18,0,0,11,26,8,0,0
121,24,18,0,0,11,26,45,0,0
121,24,18,0,0,11,26,64,0,0
121,24,18,0,0,11,26,88,0,0
121,24,18,0,0,11,26,34,0,0
121,24,18,0,0,11,26,10,0,0
121,24,18,0,0,11,26,88,0,0
121,24,18,0,0,11,26,71,0,0
121,24,18,0,0,11,26,42,0,0
121,24,18,0,0,11,26,91,0,0
121,24,18,0,0,11,26,48,0,0
121,24,18,0,0,11,26,78,0,0
121,24,18,0,0,11,26,15,0,0
121,24,18,0,0,11,26,125,0,0
121,24,18,0,0,11,26,49,0,0
121,24,18,0,0,11,26,95,0,0
121,24,18,0,0,11,26,84,0,0
121,24,18,0,0,11,26,10,0,0
121,24,18,0,0,11,26,144,0,0
121,24,18,0,0,11,26,64,0,0
121,24,18,0,0,11,26,9,0,0
121,24,18,0,0,11,26,138,0,0
121,24,18,0,0,11,26,15,0,0
121,24,18,0,0,11,26,22,0,0
